STUDENTID,V1,VH098810,VH098519,VH098808,VH139047,VH098759,VH098740,VH134366,VH098753,VH134387,VH098783,BlockRev,VH098812,VH139196,VH134373,VH098839,VH098597,VH098556,VH098522,VH098779,VH098834,Average,Total,Label
2333069980,6,17,68,28,109,16,35,162,46,28,57,9,69,71,52,39,35,20,95,22,15,47.57,16.65,FALSE
2333070040,58,24,34,23,92,123,102,369,44,108,73,,105,111,159,70,124,18,18,51,60,88.30,29.43,TRUE
2333070091,12,17,52,54,144,56,28,192,71,120,66,12,104,133,157,42,24,16,102,15,61,70.38,24.63,TRUE
2333070406,2,66,32,158,145,120,98,294,8,24,4,14,3,189,380,46,4,6,6,4,2,76.43,26.75,FALSE
2333070414,17,20,72,23,159,42,66,114,44,30,57,20,45,87,62,57,145,28,58,41,59,59.33,20.77,TRUE
2333070554,7,24,40,32,107,77,47,112,74,31,69,12,106,124,26,35,41,7,141,79,83,60.67,21.23,FALSE
2333070694,10,13,58,62,103,100,30,184,139,184,34,2,77,122,122,138,33,22,17,17,27,71.14,24.90,FALSE
2333070759,5,29,31,32,68,76,28,65,116,160,38,4,53,67,96,78,39,29,223,31,30,61.81,21.63,TRUE
2333070805,14,33,61,40,56,41,34,223,22,48,82,17,98,140,37,114,102,47,318,92,94,81.57,28.55,TRUE
2333070937,6,20,44,100,89,36,118,278,102,67,62,6,91,140,58,32,61,19,13,6,4,64.38,22.53,FALSE
2333071089,11,25,39,48,105,35,40,94,51,32,42,11,42,135,75,46,35,20,29,28,136,51.38,17.98,TRUE
2333071151,6,31,92,82,316,133,67,179,45,50,132,9,45,103,43,81,38,10,44,21,29,74.10,25.93,FALSE
2333071330,5,37,139,103,521,208,234,327,74,21,69,,,,,,,,,,,158.00,28.97,TRUE
2333071496,12,20,47,124,99,133,49,82,45,63,73,8,44,135,131,81,108,39,147,55,53,73.71,25.80,TRUE
2333071682,13,27,52,102,141,52,44,282,83,23,39,14,46,87,59,31,60,59,33,31,36,62.57,21.90,TRUE
2333072000,14,15,104,68,100,63,46,136,137,50,43,220,133,53,189,65,55,11,124,36,23,80.24,28.08,FALSE
2333072093,3,24,41,31,52,34,26,116,70,17,35,2,71,76,83,131,84,15,46,37,62,50.29,17.60,FALSE
2333072247,7,13,54,30,95,25,44,47,67,28,23,13,114,36,110,54,19,23,28,18,28,41.71,14.60,FALSE
2333072271,23,14,82,118,126,239,91,158,47,176,69,,94,167,5,72,40,29,41,84,83,87.90,29.30,TRUE
2333072352,12,28,61,131,100,182,48,93,184,161,118,,179,167,110,151,2,1,1,1,2,86.60,28.87,TRUE
2333072387,5,10,19,27,35,77,18,577,49,45,53,4,53,211,135,52,27,12,26,19,55,71.86,25.15,FALSE
2333072531,6,24,92,34,119,125,35,104,79,117,96,12,45,63,134,58,77,17,31,43,39,64.29,22.50,TRUE
2333072875,15,17,55,198,126,164,47,146,93,127,246,,194,94,155,2,,,,,,111.93,27.98,FALSE
2333073031,11,31,30,60,198,134,54,111,137,199,142,10,67,57,124,65,27,18,67,18,45,76.43,26.75,TRUE
2333073138,10,29,92,84,102,223,48,91,108,107,182,5,181,48,149,46,23,18,66,46,25,80.14,28.05,TRUE
2333073294,4,66,98,223,150,249,108,506,81,62,14,,2,3,1,2,2,5,107,3,3,84.45,28.15,FALSE
2333073472,8,17,86,100,77,104,61,143,79,140,45,9,61,106,65,105,103,27,134,23,80,74.90,26.22,TRUE
2333073570,5,12,40,50,28,81,32,66,148,90,29,2,84,36,48,72,50,19,46,40,179,55.10,19.28,FALSE
2333073880,12,23,153,111,81,325,60,124,47,305,35,14,80,68,82,61,30,12,33,16,45,81.76,28.62,TRUE
2333074045,29,127,482,211,311,266,157,83,,,,3,,,,,,,,,,185.44,27.82,FALSE
2333074231,11,31,50,32,171,196,44,127,56,35,29,6,29,76,31,44,54,16,15,15,18,51.71,18.10,FALSE
2333074487,10,24,209,120,194,98,123,103,184,28,63,6,115,78,66,85,17,53,69,30,30,81.19,28.42,TRUE
2333074746,7,22,105,165,112,288,62,121,88,65,62,,147,193,16,49,54,79,7,34,2,83.90,27.97,FALSE
2333075076,1,10,28,21,157,174,35,89,213,48,25,47,29,50,111,35,25,11,137,34,14,61.62,21.57,FALSE
2333075688,9,20,134,233,314,112,52,150,77,57,157,,126,131,138,29,,,16,,,109.69,29.25,TRUE
2333076111,4,12,23,71,54,149,58,154,79,3,83,7,100,5,44,87,61,11,83,22,34,54.48,19.07,FALSE
2333076625,12,30,74,59,153,160,37,113,136,153,52,67,148,80,86,63,41,11,158,31,34,80.86,28.30,TRUE
2333076714,10,18,53,62,68,134,47,87,127,48,115,6,134,129,72,37,44,50,155,28,28,69.14,24.20,TRUE
2333076871,7,29,102,258,144,169,35,140,74,94,140,11,53,118,132,72,41,28,45,35,23,83.33,29.17,TRUE
2333079179,6,32,167,157,105,180,62,165,189,42,163,,52,139,125,69,36,22,11,14,13,87.45,29.15,FALSE
2333079268,10,16,23,53,283,106,40,268,62,25,36,5,41,82,34,43,43,16,40,53,82,64.81,22.68,TRUE
2333079276,14,11,68,56,462,130,38,148,117,97,45,13,65,90,56,73,35,22,65,39,95,82.81,28.98,FALSE
2333079373,8,15,37,45,53,79,52,185,54,54,52,10,72,159,230,159,53,19,70,39,89,73.05,25.57,TRUE
2333079608,14,20,100,54,193,47,35,52,18,60,22,8,21,124,23,29,30,12,70,27,31,47.14,16.50,FALSE
2333080525,4,8,45,68,57,214,65,66,98,78,112,1,116,67,293,43,79,49,41,20,198,82.00,28.70,TRUE
2333080860,4,18,39,55,29,169,38,134,145,98,188,10,75,94,132,43,108,47,40,22,98,75.52,26.43,TRUE
2333081211,10,15,109,95,84,40,38,162,104,117,30,3,30,72,35,124,57,22,59,42,21,60.43,21.15,FALSE
2333081301,20,16,111,154,594,67,32,516,55,36,2,,,,,,,,,,,145.73,26.72,TRUE
2333081394,8,27,108,39,55,191,42,199,49,41,44,2,62,81,126,59,115,23,15,66,55,67.00,23.45,TRUE
2333081742,22,61,203,143,278,12,53,426,94,74,42,2,31,79,91,40,36,8,,6,,89.53,28.35,TRUE
2333081998,6,24,15,141,93,152,15,95,161,177,74,7,51,59,163,32,26,51,76,55,30,71.57,25.05,FALSE
2333082498,8,48,107,114,212,38,75,365,93,80,129,63,117,63,53,2,2,7,5,2,3,75.52,26.43,TRUE
2333083109,3,17,134,106,77,215,67,84,104,51,58,11,53,185,70,18,17,14,23,53,22,65.81,23.03,TRUE
2333083168,10,33,40,51,147,107,63,116,105,39,51,3,120,77,83,49,57,18,26,24,81,61.90,21.67,TRUE
2333083257,7,21,45,59,86,124,86,77,181,147,41,17,24,42,34,34,20,13,11,22,39,53.81,18.83,TRUE
2333083788,7,17,19,103,255,128,31,170,58,45,166,13,76,81,75,53,46,24,28,83,95,74.90,26.22,FALSE
2333084032,7,31,75,68,230,132,68,159,64,74,85,,87,168,103,44,63,21,16,31,25,77.55,25.85,TRUE
2333084199,9,17,126,92,240,165,173,179,171,37,86,,63,61,43,42,47,14,74,30,32,85.05,28.35,FALSE
2333084440,10,16,17,28,26,112,37,76,56,61,85,8,43,63,79,75,55,10,32,22,80,47.19,16.52,TRUE
2333084806,7,20,39,64,115,51,37,92,86,21,105,11,43,52,72,50,94,70,164,92,72,64.62,22.62,FALSE
2333085047,9,25,36,31,64,121,57,52,117,20,69,9,38,42,226,70,37,37,40,48,60,57.52,20.13,FALSE
2333085641,9,21,37,72,183,104,53,106,40,37,130,7,32,16,8,24,18,19,22,18,19,46.43,16.25,FALSE
2333085730,5,37,131,113,325,165,15,129,71,52,108,3,31,53,174,54,44,20,99,30,63,82.00,28.70,FALSE
2333087082,12,29,70,92,58,165,52,107,170,158,144,4,63,76,111,153,75,27,59,14,53,80.57,28.20,FALSE
2333087198,12,16,59,124,74,361,27,135,118,197,122,,52,126,91,108,35,5,15,18,8,85.15,28.38,FALSE
2333087201,10,11,38,53,175,81,41,93,71,49,73,3,51,55,140,52,36,35,45,23,23,55.14,19.30,FALSE
2333087287,9,11,58,76,165,210,45,84,147,89,73,12,93,110,107,67,90,30,82,24,37,77.10,26.98,TRUE
2333087881,6,45,31,34,76,27,31,88,104,247,222,35,93,100,53,172,161,17,90,21,71,82.10,28.73,TRUE
2333088143,9,26,51,91,32,74,47,133,55,36,62,7,56,63,132,90,38,14,284,8,19,63.19,22.12,TRUE
2333088275,8,13,86,119,78,131,65,129,155,174,175,8,21,67,91,129,32,32,71,76,85,83.10,29.08,TRUE
2333088399,19,58,124,202,122,311,42,499,106,,,,,,,,,,,,,164.78,24.72,FALSE
2333088445,6,17,43,53,186,69,39,167,219,65,116,8,79,97,107,52,53,22,34,15,56,71.57,25.05,FALSE
2333088470,6,37,121,150,79,52,50,180,98,129,126,6,63,106,120,110,43,42,54,27,121,81.90,28.67,TRUE
2333088496,6,20,75,121,219,184,30,53,56,67,112,18,53,92,269,108,20,35,62,30,61,80.52,28.18,TRUE
2333088534,6,13,29,19,134,75,34,52,29,52,53,8,61,78,35,63,60,18,49,31,46,45.00,15.75,FALSE
2333088542,7,10,88,66,70,100,56,49,59,155,56,4,44,74,295,134,35,28,143,21,202,80.76,28.27,FALSE
2333088810,5,38,83,66,67,148,34,140,90,56,55,17,48,79,121,64,67,42,246,71,48,75.48,26.42,TRUE
2333088828,9,43,39,41,256,89,94,74,112,54,356,,218,75,29,142,80,25,6,16,15,88.65,29.55,TRUE
2333089069,3,26,53,94,173,110,40,184,143,86,117,38,42,105,53,143,62,24,79,11,51,77.95,27.28,TRUE
2333089077,9,27,34,98,124,161,77,83,94,67,22,14,14,71,26,89,19,21,49,27,33,55.19,19.32,FALSE
2333089484,12,19,94,110,150,230,59,170,111,63,150,2,71,61,118,48,31,28,16,40,38,77.19,27.02,TRUE
2333089581,6,79,70,112,61,127,35,88,44,49,58,5,146,89,170,89,62,20,72,24,275,80.05,28.02,TRUE
2333089760,11,40,230,110,453,97,93,198,98,49,71,8,56,37,15,41,13,15,19,40,10,81.14,28.40,FALSE
2333090831,21,21,49,49,142,180,36,144,103,102,67,,127,121,121,131,86,32,17,121,90,88.00,29.33,TRUE
2333091365,11,22,58,46,126,50,66,78,51,36,102,20,51,162,73,112,82,30,155,38,143,72.00,25.20,TRUE
2333091616,10,19,57,50,155,176,58,145,83,35,186,12,42,110,133,66,43,14,49,22,27,71.05,24.87,TRUE
2333091951,10,13,96,104,83,120,26,89,30,91,88,4,54,81,129,63,27,10,24,22,58,58.19,20.37,FALSE
2333092035,24,21,73,45,159,71,68,116,61,40,134,3,36,106,52,70,20,22,40,35,57,59.67,20.88,TRUE
2333092302,12,30,74,223,106,75,55,174,132,49,203,12,34,71,93,70,45,36,28,51,48,77.19,27.02,TRUE
2333092973,11,21,59,54,58,43,46,101,81,87,65,4,102,174,197,92,70,40,55,31,49,68.57,24.00,FALSE
2333093066,6,17,126,178,77,147,30,188,168,102,146,26,31,59,57,37,35,30,59,70,85,79.71,27.90,TRUE
2333093724,4,22,93,160,186,176,84,128,111,107,96,4,82,190,48,49,35,17,46,60,33,82.43,28.85,FALSE
2333093856,7,13,80,37,109,169,66,108,53,122,50,7,67,81,93,274,36,28,51,20,111,75.33,26.37,TRUE
2333094003,9,14,118,94,540,94,1,78,181,27,76,4,85,50,87,94,39,16,62,25,25,81.86,28.65,TRUE
2333094348,15,36,62,82,54,138,31,70,69,142,116,37,101,85,132,167,27,26,35,38,63,72.67,25.43,FALSE
2333094356,10,7,27,113,114,118,54,86,261,32,103,4,99,53,94,70,119,6,26,15,31,68.67,24.03,TRUE
2333094674,16,10,37,93,215,86,41,119,230,80,74,26,47,152,108,51,33,32,34,17,42,73.48,25.72,TRUE
2333095263,5,34,33,49,147,83,50,141,141,57,87,78,72,131,128,95,66,34,29,35,87,75.33,26.37,FALSE
2333095361,11,17,80,97,95,308,66,246,245,41,56,8,49,106,57,43,40,21,44,14,35,79.95,27.98,TRUE
2333095794,8,18,99,85,79,63,63,94,31,104,184,5,65,161,102,115,64,59,119,24,61,76.33,26.72,TRUE
2333096201,10,16,63,86,110,101,61,121,173,94,125,12,59,61,110,122,53,37,41,33,67,74.05,25.92,TRUE
2333097096,14,28,58,185,235,152,91,156,50,39,74,,70,190,116,56,46,10,,9,,87.72,26.32,TRUE
2333097657,9,13,52,33,146,26,51,172,39,25,190,10,80,69,57,101,111,103,120,72,95,74.95,26.23,TRUE
2333098432,3,13,64,113,102,80,40,116,37,59,111,11,61,128,212,88,24,12,112,36,103,72.62,25.42,TRUE
2333099005,3,16,81,201,71,103,51,69,56,47,236,9,73,84,327,36,31,74,59,60,47,82.57,28.90,TRUE
2333099285,6,24,87,88,77,100,32,83,84,57,140,6,51,56,48,43,26,17,118,72,41,59.81,20.93,FALSE
2333099358,15,38,57,70,64,102,82,173,182,211,82,,117,67,58,132,38,64,74,22,100,87.40,29.13,TRUE
2333099374,9,39,122,68,48,92,20,92,74,85,46,11,44,105,66,56,41,14,55,41,60,56.57,19.80,FALSE
2333099447,6,21,56,27,81,121,32,185,282,141,93,3,87,227,39,71,60,31,63,39,93,83.71,29.30,TRUE
2333099625,15,55,46,53,146,112,36,154,30,19,44,3,41,22,37,,,,143,,,59.75,15.93,FALSE
2333100038,8,28,98,297,70,151,110,204,222,93,114,,66,165,137,,,,2,,,117.67,29.42,TRUE
2333100135,5,76,105,128,117,321,163,254,92,102,127,,100,153,,,,,,,,134.08,29.05,FALSE
2333100801,8,24,95,73,210,112,84,87,72,85,151,12,35,129,60,35,53,25,143,26,54,74.90,26.22,TRUE
2333100984,7,24,37,148,46,136,50,87,99,258,79,5,53,161,100,69,59,35,25,47,68,75.86,26.55,TRUE
2333101336,10,67,152,75,65,92,116,145,95,114,76,10,94,66,151,95,63,23,51,60,67,80.33,28.12,TRUE
2333101832,10,12,99,53,42,117,82,141,201,73,89,24,90,242,88,37,77,31,36,35,102,80.05,28.02,TRUE
2333101999,9,50,81,112,196,128,137,178,330,61,70,,51,122,96,57,,,,,,111.87,27.97,TRUE
2333102090,8,24,71,94,77,203,45,111,125,41,295,27,91,106,138,48,67,18,44,41,46,81.90,28.67,TRUE
2333102171,14,18,39,39,116,46,141,218,92,75,146,,106,152,190,143,133,9,5,14,21,85.85,28.62,TRUE
2333102260,5,32,133,87,64,116,65,406,108,460,25,,33,133,,,,,,,,128.23,27.78,TRUE
2333102936,10,27,56,99,114,109,66,170,88,52,106,7,90,64,134,28,27,14,39,29,40,65.19,22.82,TRUE
2333102979,8,42,78,71,103,160,37,103,142,55,114,5,48,49,106,62,23,31,98,36,31,66.76,23.37,TRUE
2333103878,4,9,74,12,14,14,16,49,30,22,14,4,19,16,27,22,22,10,116,21,37,26.29,9.20,FALSE
2333104483,7,20,86,50,95,76,40,105,45,40,46,3,89,43,53,151,30,30,47,21,30,52.71,18.45,TRUE
2333104637,4,9,136,59,73,85,33,111,57,49,100,10,98,64,206,46,13,24,27,22,65,61.48,21.52,FALSE
2333104726,11,16,57,28,75,87,33,77,51,106,50,5,65,129,33,36,41,17,20,30,46,48.24,16.88,FALSE
2333104823,9,73,72,77,172,210,68,75,169,39,29,3,81,85,183,43,59,76,86,33,70,81.52,28.53,TRUE
2333105013,8,11,53,87,229,88,45,112,49,64,55,2,44,53,120,32,36,21,61,18,115,62.05,21.72,TRUE
2333105315,4,47,238,169,285,20,31,120,30,153,67,3,68,24,99,31,146,77,8,14,24,78.95,27.63,FALSE
2333105579,21,33,296,150,90,105,79,148,268,146,172,,112,143,,,,,,,,135.62,29.38,FALSE
2333106010,1,21,88,62,78,71,25,52,80,31,91,6,98,102,189,49,40,21,35,48,80,60.38,21.13,TRUE
2333106354,8,20,54,84,146,75,111,72,176,196,157,,37,158,144,51,38,21,,109,85,91.68,29.03,FALSE
2333107628,6,20,44,106,92,142,33,70,71,38,59,14,38,54,77,53,26,9,38,20,21,49.10,17.18,FALSE
2333107768,9,50,43,42,108,130,23,102,75,46,70,3,129,114,116,52,21,27,42,86,36,63.05,22.07,TRUE
2333108829,17,24,96,282,105,82,42,189,73,35,52,3,34,126,109,85,36,8,57,26,6,70.81,24.78,FALSE
2333109001,9,13,69,30,60,17,11,244,22,81,43,7,6,15,7,13,10,3,2,8,1,31.95,11.18,FALSE
2333109451,11,27,93,124,102,160,101,64,153,28,54,22,161,29,91,72,77,127,90,11,39,77.90,27.27,FALSE
2333109663,12,29,60,72,43,95,69,136,226,138,118,,63,78,79,136,30,31,48,44,209,85.80,28.60,TRUE
2333109761,7,18,29,51,237,246,20,92,179,83,94,9,49,81,103,49,29,31,27,69,41,73.52,25.73,TRUE
2333110858,3,19,11,19,130,103,41,184,11,24,6,7,56,60,59,17,23,11,13,16,9,39.14,13.70,FALSE
2333111293,11,18,116,203,137,159,41,91,172,17,194,,84,32,60,63,62,58,123,46,62,87.45,29.15,TRUE
2333111366,8,18,86,61,19,204,39,179,131,84,22,6,29,55,119,94,84,24,44,21,45,65.33,22.87,TRUE
2333111455,8,13,60,51,91,94,38,195,67,42,36,25,124,50,118,54,36,17,123,20,47,62.33,21.82,TRUE
2333111790,6,7,38,62,41,72,41,58,76,88,61,35,69,32,72,69,56,19,13,14,23,45.33,15.87,FALSE
2333111986,6,33,131,135,134,168,64,117,80,30,41,6,48,68,131,24,42,51,48,21,12,66.19,23.17,FALSE
2333112397,8,12,55,126,43,346,46,98,80,63,77,14,35,104,39,73,10,9,74,126,54,71.05,24.87,TRUE
2333112745,6,19,28,87,44,67,33,129,76,54,273,10,97,54,128,54,32,30,30,19,27,61.76,21.62,TRUE
2333112907,8,24,35,38,84,68,36,100,101,71,82,6,75,45,67,40,113,13,13,21,42,51.52,18.03,TRUE
2333112931,8,16,100,47,67,34,59,245,99,77,38,7,56,84,86,57,47,24,25,45,141,64.86,22.70,TRUE
2333113245,5,17,49,79,143,128,24,164,58,32,56,12,115,59,139,59,52,20,37,25,38,62.43,21.85,FALSE
2333113334,11,25,38,117,261,86,51,109,84,93,117,,81,249,180,69,50,33,,48,43,91.84,29.08,TRUE
2333114021,8,16,21,283,121,145,38,57,107,112,64,6,231,68,146,96,35,14,58,14,105,83.10,29.08,TRUE
2333114101,8,18,110,64,36,101,59,109,107,44,64,3,77,180,161,68,43,18,31,88,54,68.71,24.05,TRUE
2333114438,8,18,66,90,83,147,99,95,92,48,100,8,127,109,115,62,44,11,69,45,22,69.43,24.30,TRUE
2333115043,10,28,70,96,150,124,56,167,110,102,155,10,89,61,91,44,94,16,40,26,40,75.19,26.32,TRUE
2333115558,16,33,84,159,93,274,103,119,91,114,86,,107,81,234,114,,,,,,113.87,28.47,TRUE
2333115825,4,41,216,56,343,169,189,205,198,46,258,7,6,,,,,,,,,133.69,28.97,FALSE
2333115884,8,18,54,31,160,65,33,83,45,41,29,6,38,136,153,44,16,24,35,23,65,52.71,18.45,FALSE
2333116040,15,24,56,212,91,89,26,102,58,98,48,30,56,82,140,83,49,62,134,37,67,74.24,25.98,TRUE
2333116236,10,19,44,93,232,51,56,419,160,30,85,2,66,88,70,42,58,51,99,42,47,84.00,29.40,FALSE
2333116333,10,40,26,54,76,70,67,82,72,67,63,28,77,62,90,196,113,104,91,16,83,70.81,24.78,TRUE
2333116392,8,12,40,35,173,73,26,43,154,47,45,3,30,63,63,124,28,40,18,21,148,56.86,19.90,TRUE
2333116660,11,25,55,89,65,162,29,110,104,32,75,14,70,162,181,181,57,32,72,42,33,76.24,26.68,TRUE
2333117836,8,29,44,37,68,124,55,109,55,199,108,16,93,78,120,95,39,43,239,16,52,77.48,27.12,TRUE
2333118026,9,24,48,160,56,140,75,172,165,88,116,,81,229,122,48,56,33,47,28,52,87.45,29.15,FALSE
2333118522,14,23,22,59,159,115,42,98,42,23,46,12,28,86,64,47,46,33,29,38,9,49.29,17.25,TRUE
2333118620,12,84,92,92,100,60,117,76,95,108,48,11,109,91,163,99,29,64,137,60,60,81.29,28.45,TRUE
2333118964,17,31,63,104,92,112,59,126,114,162,66,4,84,157,94,32,44,144,108,98,35,83.14,29.10,TRUE
2333119120,14,9,36,43,38,45,51,63,209,76,43,9,72,69,50,46,52,13,238,30,27,58.71,20.55,TRUE
2333119413,8,17,58,32,118,39,49,68,86,64,48,59,144,82,101,57,42,12,203,29,74,66.19,23.17,FALSE
2333119634,5,21,56,100,118,126,34,53,83,40,74,6,101,98,141,58,47,23,88,16,77,65.00,22.75,FALSE
2333119812,10,27,91,125,54,200,45,112,170,82,168,,157,14,211,95,28,37,18,90,19,87.65,29.22,TRUE
2333119979,9,22,48,71,16,98,27,213,77,99,36,11,139,142,81,43,69,21,62,44,58,66.00,23.10,FALSE
2333120071,5,16,71,161,66,130,32,82,85,35,59,13,65,87,59,123,32,18,27,22,62,59.52,20.83,FALSE
2333120721,8,24,60,58,47,15,47,105,22,64,76,3,38,98,38,50,23,35,309,37,125,61.05,21.37,TRUE
2333120837,4,27,35,43,98,72,23,98,59,67,56,6,82,38,130,37,49,25,93,78,41,55.29,19.35,FALSE
2333121108,2,18,116,41,171,147,30,128,56,36,74,10,50,56,166,50,22,19,67,25,53,63.67,22.28,TRUE
2333121779,14,15,20,46,46,91,51,100,24,109,97,,3,7,44,306,56,76,73,241,242,83.05,27.68,FALSE
2333121850,11,32,40,73,55,80,57,120,113,38,88,6,86,116,176,64,75,63,17,20,37,65.10,22.78,TRUE
2333121949,9,18,51,83,269,87,26,89,83,50,95,12,52,114,85,67,31,16,171,23,49,70.48,24.67,TRUE
2333122015,5,27,39,28,183,145,51,94,75,134,140,6,163,160,52,115,44,50,81,57,43,80.57,28.20,FALSE
2333122465,10,29,67,92,62,68,33,200,73,96,99,11,107,290,137,71,64,27,69,33,90,82.29,28.80,TRUE
2333122520,12,14,127,179,283,120,39,102,147,175,141,1,337,9,42,23,,1,,,,103.06,29.20,FALSE
2333122619,13,21,137,98,146,107,44,143,90,126,111,50,82,92,58,77,53,38,29,32,139,80.29,28.10,TRUE
2333122651,12,22,63,60,145,148,28,102,50,61,64,58,149,45,304,59,49,36,102,32,56,78.33,27.42,FALSE
2333122805,12,37,53,93,103,194,62,107,89,37,60,4,98,146,101,139,46,28,146,43,136,82.57,28.90,TRUE
2333123305,14,13,42,37,291,32,89,227,81,35,32,2,33,57,64,4,3,51,18,23,35,56.33,19.72,TRUE
2333123399,15,16,35,55,72,62,58,125,125,134,57,21,65,143,139,41,62,74,38,65,35,68.43,23.95,TRUE
2333123551,19,20,42,49,61,101,47,69,100,130,29,8,136,62,196,118,61,37,63,42,33,67.76,23.72,TRUE
2333123909,9,11,120,45,199,48,47,98,27,35,75,41,38,69,67,61,85,20,225,37,53,67.14,23.50,TRUE
2333123992,8,21,59,131,140,34,94,104,78,74,81,15,122,57,218,98,70,23,96,51,56,77.62,27.17,TRUE
2333124166,11,26,122,92,309,135,55,160,159,126,138,,124,128,162,15,,,,,,117.47,29.37,TRUE
2333124409,16,45,49,111,121,86,61,141,99,169,78,2,49,86,63,79,39,25,36,26,79,69.52,24.33,TRUE
2333125359,8,21,57,107,63,146,74,136,114,89,87,9,127,176,173,60,47,17,34,41,58,78.29,27.40,TRUE
2333126002,3,41,35,67,22,53,59,108,26,5,44,11,26,57,10,2,57,3,2,2,1,30.19,10.57,FALSE
2333126380,10,61,69,281,53,79,34,256,279,180,96,,48,40,26,23,3,13,,26,10,83.53,26.45,FALSE
2333126444,9,19,66,72,110,125,42,69,118,178,153,10,97,77,147,46,26,26,39,48,117,75.90,26.57,TRUE
2333127050,4,27,32,56,155,126,44,131,97,44,52,2,59,54,151,78,149,12,113,32,6,67.81,23.73,FALSE
2333127483,5,25,37,122,293,103,103,72,94,16,114,5,82,114,172,34,1,2,32,1,2,68.05,23.82,TRUE
2333127637,26,23,79,96,52,122,64,211,94,139,77,11,61,96,73,80,70,23,28,29,37,71.00,24.85,FALSE
2333128170,10,13,28,63,85,117,114,77,81,59,48,5,64,59,324,193,36,36,29,41,105,75.57,26.45,FALSE
2333128935,12,17,95,118,91,81,29,127,88,36,44,2,46,46,108,74,33,24,50,36,52,57.57,20.15,TRUE
2333129346,6,43,65,53,75,46,45,158,67,47,68,7,64,47,169,93,45,58,81,30,53,62.86,22.00,TRUE
2333129451,9,29,92,75,77,119,55,92,706,39,56,13,53,82,69,111,54,15,54,26,35,88.62,31.02,TRUE
2333129541,10,22,103,58,93,120,54,137,61,110,36,5,38,101,39,52,74,15,134,17,64,63.95,22.38,TRUE
2333129630,17,23,47,103,270,102,52,287,99,150,29,21,35,52,98,110,21,19,26,21,71,78.71,27.55,TRUE
2333129681,4,25,55,79,178,237,141,184,54,59,46,4,50,90,90,56,46,15,232,30,25,80.95,28.33,TRUE
2333129788,6,14,46,20,16,125,37,103,103,33,46,4,36,39,43,53,27,16,46,17,58,42.29,14.80,TRUE
2333129982,9,33,57,31,129,25,57,67,79,36,153,13,99,171,116,130,98,44,79,24,120,74.76,26.17,FALSE
2333130034,11,20,73,50,34,105,36,80,54,60,24,3,98,46,80,39,19,11,26,11,40,43.81,15.33,TRUE
2333130042,1,64,33,46,224,172,122,266,13,56,16,22,8,222,15,106,5,3,14,148,3,74.24,25.98,FALSE
2333130140,8,23,102,45,98,164,32,170,112,62,201,,49,30,77,126,108,29,170,45,92,87.15,29.05,TRUE
2333130727,7,30,78,76,65,77,26,79,57,37,59,9,71,100,91,22,36,12,102,11,62,52.71,18.45,FALSE
2333130972,6,8,27,15,21,67,19,29,54,33,62,5,19,28,61,49,13,8,11,10,43,28.00,9.80,FALSE
2333131286,7,16,27,206,131,38,29,85,101,46,42,8,49,156,130,81,28,45,23,11,21,60.95,21.33,FALSE
2333131472,14,14,29,35,113,131,23,102,12,114,35,36,32,121,46,63,27,18,66,30,65,53.62,18.77,FALSE
2333131821,9,25,90,41,263,108,23,177,89,25,6,33,7,29,9,84,28,22,47,205,25,64.05,22.42,TRUE
2333131987,21,47,271,190,243,81,51,111,114,79,89,,76,75,101,76,30,15,19,27,37,87.65,29.22,FALSE
2333132339,8,29,108,103,233,143,76,167,24,23,46,14,34,64,41,45,59,29,29,22,50,64.14,22.45,FALSE
2333132517,16,24,75,33,45,52,70,72,111,43,47,8,109,101,105,97,28,25,42,26,54,56.33,19.72,TRUE
2333132584,8,14,94,87,158,78,40,159,20,47,49,6,36,66,40,109,25,26,58,22,55,57.00,19.95,FALSE
2333132614,8,33,91,253,126,139,73,87,177,81,36,,127,13,97,79,102,43,88,23,94,88.50,29.50,FALSE
2333133114,15,18,34,42,112,78,51,94,74,54,61,9,25,166,47,145,74,28,39,28,105,61.86,21.65,TRUE
2333133963,12,48,144,260,292,123,114,154,137,86,111,,56,84,104,32,11,,,,,110.50,29.47,FALSE
2333134374,12,25,93,70,60,220,62,75,40,57,119,,99,200,209,157,51,59,50,30,44,86.60,28.87,FALSE
2333134463,8,14,34,49,85,90,35,128,123,83,25,2,59,55,59,50,35,29,20,22,81,51.71,18.10,TRUE
2333134625,2,55,72,42,145,324,12,207,29,107,18,20,5,107,355,27,41,13,84,48,9,82.00,28.70,FALSE
2333135061,11,23,135,139,80,134,81,101,81,114,71,,103,171,200,55,108,51,22,30,46,87.80,29.27,TRUE
2333135401,6,40,100,42,50,81,64,156,190,99,70,,197,143,75,52,67,27,77,42,153,86.55,28.85,TRUE
2333135508,8,28,81,44,199,61,102,185,95,13,90,,89,64,88,110,55,277,10,19,15,81.65,27.22,FALSE
2333135567,5,14,40,233,216,108,41,149,104,36,84,,39,21,91,56,23,12,106,20,42,72.00,24.00,TRUE
2333137012,5,16,61,50,41,105,39,193,196,55,57,4,27,86,191,36,62,49,138,24,173,76.57,26.80,TRUE
2333137110,10,22,67,54,78,38,46,130,108,49,121,2,73,43,71,42,81,17,40,15,53,55.24,19.33,TRUE
2333137799,11,46,160,170,190,153,63,92,79,45,38,,131,101,31,40,28,12,48,25,38,75.05,25.02,TRUE
